County,Month,Year,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Wind,Sea Level Pressure
migori,July,2013,25.0°C (77.0°F),21.0°C (69.8°F),15.0°C (59.0°F),16.0°C (60.8°F),7.5mm | 0.3in,15.0kmh | 9.32mph,7.5mb
migori,August,2013,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),15.0°C (59.0°F),25.3mm | 1.0in,15.0kmh | 9.32mph,25.3mb
migori,September,2013,29.0°C (84.2°F),23.0°C (73.4°F),16.0°C (60.8°F),16.0°C (60.8°F),28.1mm | 1.11in,14.0kmh | 8.7mph,28.1mb
migori,October,2013,28.0°C (82.4°F),23.0°C (73.4°F),16.0°C (60.8°F),15.0°C (59.0°F),21.8mm | 0.86in,16.0kmh | 9.94mph,21.8mb
migori,November,2013,27.0°C (80.6°F),22.0°C (71.6°F),17.0°C (62.6°F),17.0°C (62.6°F),24.2mm | 0.95in,15.0kmh | 9.32mph,24.2mb
migori,December,2013,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),28.2mm | 1.11in,13.0kmh | 8.08mph,28.2mb
migori,January,2014,31.0°C (87.8°F),24.0°C (75.2°F),16.0°C (60.8°F),17.0°C (62.6°F),15.8mm | 0.62in,17.0kmh | 10.56mph,15.8mb
migori,February,2014,30.0°C (86.0°F),24.0°C (75.2°F),18.0°C (64.4°F),16.0°C (60.8°F),30.8mm | 1.21in,16.0kmh | 9.94mph,30.8mb
migori,March,2014,31.0°C (87.8°F),25.0°C (77.0°F),17.0°C (62.6°F),16.0°C (60.8°F),34.7mm | 1.37in,16.0kmh | 9.94mph,34.7mb
migori,April,2014,27.0°C (80.6°F),22.0°C (71.6°F),17.0°C (62.6°F),17.0°C (62.6°F),43.9mm | 1.73in,14.0kmh | 8.7mph,43.9mb
migori,May,2014,26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),18.0°C (64.4°F),34.4mm | 1.35in,17.0kmh | 10.56mph,34.4mb
migori,June,2014,25.0°C (77.0°F),21.0°C (69.8°F),17.0°C (62.6°F),18.0°C (64.4°F),33.5mm | 1.32in,17.0kmh | 10.56mph,33.5mb
migori,July,2014,25.0°C (77.0°F),21.0°C (69.8°F),16.0°C (60.8°F),16.0°C (60.8°F),18.0mm | 0.71in,16.0kmh | 9.94mph,18.0mb
migori,August,2014,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),16.0°C (60.8°F),18.7mm | 0.74in,16.0kmh | 9.94mph,18.7mb
migori,September,2014,28.0°C (82.4°F),22.0°C (71.6°F),16.0°C (60.8°F),15.0°C (59.0°F),19.8mm | 0.78in,15.0kmh | 9.32mph,19.8mb
migori,October,2014,28.0°C (82.4°F),23.0°C (73.4°F),17.0°C (62.6°F),17.0°C (62.6°F),44.7mm | 1.76in,20.0kmh | 12.43mph,44.7mb
migori,November,2014,26.0°C (78.8°F),22.0°C (71.6°F),16.0°C (60.8°F),17.0°C (62.6°F),22.7mm | 0.89in,16.0kmh | 9.94mph,22.7mb
migori,December,2014,26.0°C (78.8°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),6.2mm | 0.24in,15.0kmh | 9.32mph,6.2mb
migori,January,2015,28.0°C (82.4°F),24.0°C (75.2°F),20.0°C (68.0°F),14.0°C (57.2°F),9.8mm | 0.39in,21.0kmh | 13.05mph,9.8mb
migori,February,2015,32.0°C (89.6°F),25.0°C (77.0°F),18.0°C (64.4°F),15.0°C (59.0°F),7.5mm | 0.3in,21.0kmh | 13.05mph,7.5mb
migori,March,2015,33.0°C (91.4°F),27.0°C (80.6°F),18.0°C (64.4°F),16.0°C (60.8°F),37.3mm | 1.47in,23.0kmh | 14.29mph,37.3mb
migori,April,2015,25.0°C (77.0°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),41.8mm | 1.65in,16.0kmh | 9.94mph,41.8mb
migori,May,2015,25.0°C (77.0°F),22.0°C (71.6°F),17.0°C (62.6°F),17.0°C (62.6°F),19.8mm | 0.78in,27.0kmh | 16.78mph,19.8mb
migori,June,2015,24.0°C (75.2°F),21.0°C (69.8°F),17.0°C (62.6°F),16.0°C (60.8°F),17.9mm | 0.7in,16.0kmh | 9.94mph,17.9mb
migori,July,2015,26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),15.0°C (59.0°F),14.6mm | 0.57in,31.0kmh | 19.26mph,14.6mb
migori,August,2015,28.0°C (82.4°F),23.0°C (73.4°F),18.0°C (64.4°F),15.0°C (59.0°F),22.4mm | 0.88in,24.0kmh | 14.91mph,22.4mb
migori,September,2015,28.0°C (82.4°F),23.0°C (73.4°F),18.0°C (64.4°F),15.0°C (59.0°F),13.5mm | 0.53in,25.0kmh | 15.53mph,13.5mb
migori,October,2015,30.0°C (86.0°F),25.0°C (77.0°F),19.0°C (66.2°F),17.0°C (62.6°F),33.5mm | 1.32in,26.0kmh | 16.16mph,33.5mb
migori,November,2015,25.0°C (77.0°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),62.9mm | 2.48in,13.0kmh | 8.08mph,62.9mb
migori,December,2015,26.0°C (78.8°F),22.0°C (71.6°F),20.0°C (68.0°F),17.0°C (62.6°F),29.3mm | 1.15in,13.0kmh | 8.08mph,29.3mb
migori,January,2016,28.0°C (82.4°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),25.3mm | 1.0in,16.0kmh | 9.94mph,25.3mb
migori,February,2016,32.0°C (89.6°F),25.0°C (77.0°F),20.0°C (68.0°F),15.0°C (59.0°F),6.2mm | 0.24in,20.0kmh | 12.43mph,6.2mb
migori,March,2016,33.0°C (91.4°F),26.0°C (78.8°F),20.0°C (68.0°F),16.0°C (60.8°F),23.8mm | 0.94in,19.0kmh | 11.81mph,23.8mb
migori,April,2016,27.0°C (80.6°F),23.0°C (73.4°F),20.0°C (68.0°F),17.0°C (62.6°F),83.0mm | 3.27in,18.0kmh | 11.18mph,83.0mb
migori,May,2016,25.0°C (77.0°F),22.0°C (71.6°F),17.0°C (62.6°F),17.0°C (62.6°F),37.1mm | 1.46in,19.0kmh | 11.81mph,37.1mb
migori,June,2016,25.0°C (77.0°F),21.0°C (69.8°F),16.0°C (60.8°F),16.0°C (60.8°F),21.3mm | 0.84in,21.0kmh | 13.05mph,21.3mb
migori,July,2016,24.0°C (75.2°F),21.0°C (69.8°F),17.0°C (62.6°F),15.0°C (59.0°F),10.2mm | 0.4in,18.0kmh | 11.18mph,10.2mb
migori,August,2016,28.0°C (82.4°F),24.0°C (75.2°F),21.0°C (69.8°F),15.0°C (59.0°F),18.3mm | 0.72in,22.0kmh | 13.67mph,18.3mb
migori,September,2016,29.0°C (84.2°F),23.0°C (73.4°F),17.0°C (62.6°F),15.0°C (59.0°F),22.5mm | 0.89in,18.0kmh | 11.18mph,22.5mb
migori,October,2016,28.0°C (82.4°F),23.0°C (73.4°F),17.0°C (62.6°F),16.0°C (60.8°F),25.8mm | 1.02in,18.0kmh | 11.18mph,25.8mb
migori,November,2016,27.0°C (80.6°F),23.0°C (73.4°F),18.0°C (64.4°F),17.0°C (62.6°F),32.7mm | 1.29in,15.0kmh | 9.32mph,32.7mb
migori,December,2016,29.0°C (84.2°F),23.0°C (73.4°F),17.0°C (62.6°F),16.0°C (60.8°F),14.7mm | 0.58in,22.0kmh | 13.67mph,14.7mb
migori,January,2017,33.0°C (91.4°F),25.0°C (77.0°F),19.0°C (66.2°F),15.0°C (59.0°F),11.6mm | 0.46in,20.0kmh | 12.43mph,11.6mb
migori,February,2017,31.0°C (87.8°F),25.0°C (77.0°F),18.0°C (64.4°F),15.0°C (59.0°F),17.0mm | 0.67in,16.0kmh | 9.94mph,17.0mb
migori,March,2017,31.0°C (87.8°F),25.0°C (77.0°F),17.0°C (62.6°F),16.0°C (60.8°F),43.7mm | 1.72in,17.0kmh | 10.56mph,43.7mb
migori,April,2017,30.0°C (86.0°F),24.0°C (75.2°F),18.0°C (64.4°F),17.0°C (62.6°F),35.0mm | 1.38in,21.0kmh | 13.05mph,35.0mb
migori,May,2017,25.0°C (77.0°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),17.9mm | 0.7in,23.0kmh | 14.29mph,17.9mb
migori,June,2017,26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),16.0°C (60.8°F),10.6mm | 0.42in,24.0kmh | 14.91mph,10.6mb
migori,July,2017,28.0°C (82.4°F),22.0°C (71.6°F),17.0°C (62.6°F),15.0°C (59.0°F),10.4mm | 0.41in,17.0kmh | 10.56mph,10.4mb
migori,August,2017,29.0°C (84.2°F),23.0°C (73.4°F),18.0°C (64.4°F),16.0°C (60.8°F),16.8mm | 0.66in,13.0kmh | 8.08mph,16.8mb
migori,September,2017,29.0°C (84.2°F),24.0°C (75.2°F),18.0°C (64.4°F),16.0°C (60.8°F),30.6mm | 1.2in,11.0kmh | 6.84mph,30.6mb
migori,October,2017,31.0°C (87.8°F),25.0°C (77.0°F),18.0°C (64.4°F),17.0°C (62.6°F),32.9mm | 1.3in,15.0kmh | 9.32mph,32.9mb
migori,November,2017,29.0°C (84.2°F),24.0°C (75.2°F),19.0°C (66.2°F),17.0°C (62.6°F),33.6mm | 1.32in,14.0kmh | 8.7mph,33.6mb
migori,December,2017,30.0°C (86.0°F),24.0°C (75.2°F),19.0°C (66.2°F),17.0°C (62.6°F),15.0mm | 0.59in,11.0kmh | 6.84mph,15.0mb
migori,January,2018,32.0°C (89.6°F),25.0°C (77.0°F),20.0°C (68.0°F),15.0°C (59.0°F),17.4mm | 0.69in,11.0kmh | 6.84mph,17.4mb
migori,February,2018,34.0°C (93.2°F),27.0°C (80.6°F),20.0°C (68.0°F),16.0°C (60.8°F),13.6mm | 0.54in,13.0kmh | 8.08mph,13.6mb
migori,March,2018,29.0°C (84.2°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),39.1mm | 1.54in,11.0kmh | 6.84mph,39.1mb
migori,April,2018,27.0°C (80.6°F),22.0°C (71.6°F),18.0°C (64.4°F),18.0°C (64.4°F),55.6mm | 2.19in,10.0kmh | 6.21mph,55.6mb
migori,May,2018,26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),17.0°C (62.6°F),22.9mm | 0.9in,12.0kmh | 7.46mph,22.9mb
migori,June,2018,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),16.0°C (60.8°F),25.3mm | 1.0in,11.0kmh | 6.84mph,25.3mb
migori,July,2018,27.0°C (80.6°F),22.0°C (71.6°F),16.0°C (60.8°F),14.0°C (57.2°F),10.5mm | 0.41in,14.0kmh | 8.7mph,10.5mb
migori,August,2018,29.0°C (84.2°F),23.0°C (73.4°F),18.0°C (64.4°F),16.0°C (60.8°F),35.7mm | 1.41in,15.0kmh | 9.32mph,35.7mb
migori,September,2018,32.0°C (89.6°F),24.0°C (75.2°F),18.0°C (64.4°F),14.0°C (57.2°F),16.3mm | 0.64in,15.0kmh | 9.32mph,16.3mb
migori,October,2018,31.0°C (87.8°F),24.0°C (75.2°F),17.0°C (62.6°F),16.0°C (60.8°F),22.6mm | 0.89in,20.0kmh | 12.43mph,22.6mb
migori,November,2018,30.0°C (86.0°F),24.0°C (75.2°F),19.0°C (66.2°F),16.0°C (60.8°F),26.9mm | 1.06in,10.0kmh | 6.21mph,26.9mb
migori,December,2018,30.0°C (86.0°F),24.0°C (75.2°F),20.0°C (68.0°F),17.0°C (62.6°F),31.8mm | 1.25in,10.0kmh | 6.21mph,31.8mb
migori,January,2019,33.0°C (91.4°F),25.0°C (77.0°F),20.0°C (68.0°F),16.0°C (60.8°F),16.6mm | 0.65in,13.0kmh | 8.08mph,16.6mb
migori,February,2019,34.0°C (93.2°F),27.0°C (80.6°F),20.0°C (68.0°F),16.0°C (60.8°F),26.6mm | 1.05in,12.0kmh | 7.46mph,26.6mb
migori,March,2019,34.0°C (93.2°F),27.0°C (80.6°F),20.0°C (68.0°F),16.0°C (60.8°F),11.9mm | 0.47in,13.0kmh | 8.08mph,11.9mb
migori,April,2019,33.0°C (91.4°F),26.0°C (78.8°F),20.0°C (68.0°F),18.0°C (64.4°F),36.6mm | 1.44in,12.0kmh | 7.46mph,36.6mb
migori,May,2019,29.0°C (84.2°F),24.0°C (75.2°F),18.0°C (64.4°F),18.0°C (64.4°F),26.6mm | 1.05in,17.0kmh | 10.56mph,26.6mb
migori,June,2019,26.0°C (78.8°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),24.2mm | 0.95in,13.0kmh | 8.08mph,24.2mb
migori,July,2019,25.0°C (77.0°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),13.3mm | 0.52in,17.0kmh | 10.56mph,13.3mb
migori,August,2019,27.0°C (80.6°F),22.0°C (71.6°F),17.0°C (62.6°F),16.0°C (60.8°F),20.0mm | 0.79in,15.0kmh | 9.32mph,20.0mb
migori,September,2019,28.0°C (82.4°F),23.0°C (73.4°F),17.0°C (62.6°F),16.0°C (60.8°F),27.8mm | 1.09in,15.0kmh | 9.32mph,27.8mb
migori,October,2019,27.0°C (80.6°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),19.8mm | 0.78in,21.0kmh | 13.05mph,19.8mb
migori,November,2019,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),18.0°C (64.4°F),25.2mm | 0.99in,12.0kmh | 7.46mph,25.2mb
migori,December,2019,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),18.0°C (64.4°F),86.4mm | 3.4in,11.0kmh | 6.84mph,86.4mb
mombasa,January,2012,34.0°C (93.2°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),5.5mm | 0.22in,33.0kmh | 20.51mph,5.5mb
mombasa,February,2012,34.0°C (93.2°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),36.2mm | 1.43in,30.0kmh | 18.64mph,36.2mb
mombasa,March,2012,34.0°C (93.2°F),30.0°C (86.0°F),26.0°C (78.8°F),24.0°C (75.2°F),2.5mm | 0.1in,26.0kmh | 16.16mph,2.5mb
mombasa,April,2012,32.0°C (89.6°F),30.0°C (86.0°F),27.0°C (80.6°F),23.0°C (73.4°F),16.9mm | 0.67in,42.0kmh | 26.1mph,16.9mb
mombasa,May,2012,31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),23.0°C (73.4°F),15.8mm | 0.62in,42.0kmh | 26.1mph,15.8mb
mombasa,June,2012,30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),3.8mm | 0.15in,43.0kmh | 26.72mph,3.8mb
mombasa,July,2012,28.0°C (82.4°F),26.0°C (78.8°F),23.0°C (73.4°F),21.0°C (69.8°F),1.7mm | 0.07in,41.0kmh | 25.48mph,1.7mb
mombasa,August,2012,28.0°C (82.4°F),26.0°C (78.8°F),24.0°C (75.2°F),21.0°C (69.8°F),8.3mm | 0.33in,36.0kmh | 22.37mph,8.3mb
mombasa,September,2012,30.0°C (86.0°F),28.0°C (82.4°F),25.0°C (77.0°F),22.0°C (71.6°F),2.7mm | 0.11in,33.0kmh | 20.51mph,2.7mb
mombasa,October,2012,31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),22.0°C (71.6°F),12.7mm | 0.5in,31.0kmh | 19.26mph,12.7mb
mombasa,November,2012,32.0°C (89.6°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),10.3mm | 0.41in,29.0kmh | 18.02mph,10.3mb
mombasa,December,2012,33.0°C (91.4°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),18.1mm | 0.71in,27.0kmh | 16.78mph,18.1mb
mombasa,January,2013,33.0°C (91.4°F),30.0°C (86.0°F),26.0°C (78.8°F),24.0°C (75.2°F),15.4mm | 0.61in,29.0kmh | 18.02mph,15.4mb
mombasa,February,2013,33.0°C (91.4°F),29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),2.8mm | 0.11in,26.0kmh | 16.16mph,2.8mb
mombasa,March,2013,33.0°C (91.4°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),2.6mm | 0.1in,27.0kmh | 16.78mph,2.6mb
mombasa,April,2013,33.0°C (91.4°F),31.0°C (87.8°F),27.0°C (80.6°F),24.0°C (75.2°F),7.3mm | 0.29in,39.0kmh | 24.23mph,7.3mb
mombasa,May,2013,31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),23.0°C (73.4°F),10.2mm | 0.4in,44.0kmh | 27.34mph,10.2mb
mombasa,June,2013,29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),21.0°C (69.8°F),3.9mm | 0.15in,45.0kmh | 27.96mph,3.9mb
mombasa,July,2013,29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),21.0°C (69.8°F),6.1mm | 0.24in,42.0kmh | 26.1mph,6.1mb
mombasa,August,2013,29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),21.0°C (69.8°F),4.6mm | 0.18in,41.0kmh | 25.48mph,4.6mb
mombasa,September,2013,31.0°C (87.8°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),6.6mm | 0.26in,34.0kmh | 21.13mph,6.6mb
mombasa,October,2013,30.0°C (86.0°F),28.0°C (82.4°F),25.0°C (77.0°F),22.0°C (71.6°F),11.5mm | 0.45in,34.0kmh | 21.13mph,11.5mb
mombasa,November,2013,32.0°C (89.6°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),18.0mm | 0.71in,26.0kmh | 16.16mph,18.0mb
mombasa,December,2013,32.0°C (89.6°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),20.7mm | 0.81in,33.0kmh | 20.51mph,20.7mb
mombasa,January,2014,32.0°C (89.6°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),0.5mm | 0.02in,31.0kmh | 19.26mph,0.5mb
mombasa,February,2014,34.0°C (93.2°F),30.0°C (86.0°F),26.0°C (78.8°F),24.0°C (75.2°F),6.5mm | 0.26in,25.0kmh | 15.53mph,6.5mb
mombasa,March,2014,33.0°C (91.4°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),10.7mm | 0.42in,26.0kmh | 16.16mph,10.7mb
mombasa,April,2014,32.0°C (89.6°F),30.0°C (86.0°F),26.0°C (78.8°F),24.0°C (75.2°F),15.1mm | 0.59in,30.0kmh | 18.64mph,15.1mb
mombasa,May,2014,31.0°C (87.8°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),7.3mm | 0.29in,43.0kmh | 26.72mph,7.3mb
mombasa,June,2014,31.0°C (87.8°F),28.0°C (82.4°F),24.0°C (75.2°F),22.0°C (71.6°F),3.9mm | 0.15in,42.0kmh | 26.1mph,3.9mb
mombasa,July,2014,29.0°C (84.2°F),27.0°C (80.6°F),23.0°C (73.4°F),21.0°C (69.8°F),5.5mm | 0.22in,46.0kmh | 28.58mph,5.5mb
mombasa,August,2014,29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),4.7mm | 0.19in,37.0kmh | 22.99mph,4.7mb
mombasa,September,2014,29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),10.4mm | 0.41in,40.0kmh | 24.85mph,10.4mb
mombasa,October,2014,31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),23.0°C (73.4°F),13.7mm | 0.54in,36.0kmh | 22.37mph,13.7mb
mombasa,November,2014,32.0°C (89.6°F),29.0°C (84.2°F),25.0°C (77.0°F),24.0°C (75.2°F),6.7mm | 0.26in,23.0kmh | 14.29mph,6.7mb
mombasa,December,2014,33.0°C (91.4°F),30.0°C (86.0°F),26.0°C (78.8°F),24.0°C (75.2°F),8.2mm | 0.32in,28.0kmh | 17.4mph,8.2mb
mombasa,January,2015,34.0°C (93.2°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),1.2mm | 0.05in,32.0kmh | 19.88mph,1.2mb
mombasa,February,2015,34.0°C (93.2°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),1.1mm | 0.04in,26.0kmh | 16.16mph,1.1mb
mombasa,March,2015,33.0°C (91.4°F),30.0°C (86.0°F),27.0°C (80.6°F),23.0°C (73.4°F),5.2mm | 0.2in,22.0kmh | 13.67mph,5.2mb
mombasa,April,2015,33.0°C (91.4°F),30.0°C (86.0°F),27.0°C (80.6°F),23.0°C (73.4°F),3.8mm | 0.15in,33.0kmh | 20.51mph,3.8mb
mombasa,May,2015,32.0°C (89.6°F),29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),13.8mm | 0.54in,37.0kmh | 22.99mph,13.8mb
mombasa,June,2015,31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),22.0°C (71.6°F),2.8mm | 0.11in,38.0kmh | 23.61mph,2.8mb
mombasa,July,2015,29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),21.0°C (69.8°F),9.4mm | 0.37in,35.0kmh | 21.75mph,9.4mb
mombasa,August,2015,30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),21.0°C (69.8°F),4.4mm | 0.17in,36.0kmh | 22.37mph,4.4mb
mombasa,September,2015,30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),3.1mm | 0.12in,32.0kmh | 19.88mph,3.1mb
mombasa,October,2015,32.0°C (89.6°F),29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),24.2mm | 0.95in,26.0kmh | 16.16mph,24.2mb
mombasa,November,2015,33.0°C (91.4°F),30.0°C (86.0°F),25.0°C (77.0°F),24.0°C (75.2°F),9.0mm | 0.35in,33.0kmh | 20.51mph,9.0mb
mombasa,December,2015,34.0°C (93.2°F),31.0°C (87.8°F),27.0°C (80.6°F),24.0°C (75.2°F),29.3mm | 1.15in,23.0kmh | 14.29mph,29.3mb
mombasa,January,2016,35.0°C (95.0°F),30.0°C (86.0°F),26.0°C (78.8°F),24.0°C (75.2°F),8.0mm | 0.31in,25.0kmh | 15.53mph,8.0mb
mombasa,February,2016,34.0°C (93.2°F),30.0°C (86.0°F),26.0°C (78.8°F),24.0°C (75.2°F),2.3mm | 0.09in,27.0kmh | 16.78mph,2.3mb
mombasa,March,2016,35.0°C (95.0°F),32.0°C (89.6°F),28.0°C (82.4°F),25.0°C (77.0°F),4.6mm | 0.18in,21.0kmh | 13.05mph,4.6mb
mombasa,April,2016,33.0°C (91.4°F),31.0°C (87.8°F),27.0°C (80.6°F),24.0°C (75.2°F),14.1mm | 0.56in,37.0kmh | 22.99mph,14.1mb
mombasa,May,2016,32.0°C (89.6°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),5.5mm | 0.22in,39.0kmh | 24.23mph,5.5mb
mombasa,June,2016,30.0°C (86.0°F),28.0°C (82.4°F),25.0°C (77.0°F),21.0°C (69.8°F),2.8mm | 0.11in,39.0kmh | 24.23mph,2.8mb
mombasa,July,2016,29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),21.0°C (69.8°F),1.0mm | 0.04in,38.0kmh | 23.61mph,1.0mb
mombasa,August,2016,29.0°C (84.2°F),27.0°C (80.6°F),25.0°C (77.0°F),20.0°C (68.0°F),4.4mm | 0.17in,31.0kmh | 19.26mph,4.4mb
mombasa,September,2016,30.0°C (86.0°F),27.0°C (80.6°F),23.0°C (73.4°F),21.0°C (69.8°F),2.6mm | 0.1in,31.0kmh | 19.26mph,2.6mb
mombasa,October,2016,31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),22.0°C (71.6°F),0.7mm | 0.03in,26.0kmh | 16.16mph,0.7mb
mombasa,November,2016,32.0°C (89.6°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),10.6mm | 0.42in,20.0kmh | 12.43mph,10.6mb
mombasa,December,2016,33.0°C (91.4°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),10.1mm | 0.4in,21.0kmh | 13.05mph,10.1mb
mombasa,January,2017,33.0°C (91.4°F),29.0°C (84.2°F),26.0°C (78.8°F),23.0°C (73.4°F),8.2mm | 0.32in,29.0kmh | 18.02mph,8.2mb
mombasa,February,2017,33.0°C (91.4°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),19.5mm | 0.77in,26.0kmh | 16.16mph,19.5mb
mombasa,March,2017,35.0°C (95.0°F),31.0°C (87.8°F),27.0°C (80.6°F),24.0°C (75.2°F),6.5mm | 0.26in,20.0kmh | 12.43mph,6.5mb
mombasa,April,2017,33.0°C (91.4°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),12.3mm | 0.48in,35.0kmh | 21.75mph,12.3mb
mombasa,May,2017,32.0°C (89.6°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),37.6mm | 1.48in,33.0kmh | 20.51mph,37.6mb
mombasa,June,2017,31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),22.0°C (71.6°F),5.2mm | 0.2in,36.0kmh | 22.37mph,5.2mb
mombasa,July,2017,30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),3.3mm | 0.13in,34.0kmh | 21.13mph,3.3mb
mombasa,August,2017,29.0°C (84.2°F),27.0°C (80.6°F),23.0°C (73.4°F),22.0°C (71.6°F),7.5mm | 0.3in,31.0kmh | 19.26mph,7.5mb
mombasa,September,2017,29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),12.8mm | 0.5in,29.0kmh | 18.02mph,12.8mb
mombasa,October,2017,31.0°C (87.8°F),28.0°C (82.4°F),25.0°C (77.0°F),23.0°C (73.4°F),10.1mm | 0.4in,29.0kmh | 18.02mph,10.1mb
mombasa,November,2017,32.0°C (89.6°F),30.0°C (86.0°F),26.0°C (78.8°F),24.0°C (75.2°F),32.0mm | 1.26in,27.0kmh | 16.78mph,32.0mb
mombasa,December,2017,31.0°C (87.8°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),17.0mm | 0.67in,25.0kmh | 15.53mph,17.0mb
mombasa,January,2018,33.0°C (91.4°F),29.0°C (84.2°F),25.0°C (77.0°F),23.0°C (73.4°F),13.1mm | 0.52in,25.0kmh | 15.53mph,13.1mb
mombasa,February,2018,34.0°C (93.2°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),15.9mm | 0.63in,27.0kmh | 16.78mph,15.9mb
mombasa,March,2018,34.0°C (93.2°F),30.0°C (86.0°F),27.0°C (80.6°F),24.0°C (75.2°F),42.4mm | 1.67in,25.0kmh | 15.53mph,42.4mb
mombasa,April,2018,32.0°C (89.6°F),30.0°C (86.0°F),26.0°C (78.8°F),23.0°C (73.4°F),32.4mm | 1.28in,37.0kmh | 22.99mph,32.4mb
mombasa,May,2018,30.0°C (86.0°F),28.0°C (82.4°F),25.0°C (77.0°F),23.0°C (73.4°F),21.3mm | 0.84in,34.0kmh | 21.13mph,21.3mb
mombasa,June,2018,29.0°C (84.2°F),27.0°C (80.6°F),24.0°C (75.2°F),22.0°C (71.6°F),11.5mm | 0.45in,38.0kmh | 23.61mph,11.5mb
